slope_angle,wolf_prob,rain_mm,cold_resistance,is_safe
36.74,0.368,3.8,Low,0
26.02,0.019,12.38,High,1
40.57,0.354,60.94,Medium,0
22.51,0.103,27.3,Medium,1
25.29,0.175,3.0,Medium,1
27.01,0.126,40.41,High,1
39.34,0.107,0.71,High,1
55.06,0.05,8.73,Medium,1
23.04,0.141,75.09,Medium,0
32.48,0.742,15.03,High,1
19.34,0.144,4.99,Medium,1
27.23,0.0,63.77,Medium,0
48.85,0.649,107.91,Medium,0
16.25,0.029,70.88,Low,1
40.16,0.337,36.5,Low,0
30.99,0.24,37.66,High,0
47.04,0.535,75.3,High,0
44.14,0.769,45.69,Low,0
48.2,0.119,10.35,Low,1
63.82,0.142,8.51,High,1
18.46,0.142,78.11,Medium,1
39.9,0.377,31.56,Medium,0
2.4,0.577,28.34,Medium,1
2.33,0.072,27.72,High,1
44.99,0.34,36.12,Medium,0
41.23,0.001,2.1,Medium,1
11.96,0.52,20.07,High,1
8.18,0.039,60.17,Medium,1
39.02,0.613,26.97,Medium,0
25.27,0.213,54.36,High,0
31.84,0.784,18.76,Low,1
19.78,0.464,9.92,High,1
8.75,0.117,3.57,Medium,1
37.67,0.236,13.39,Medium,1
51.04,0.15,19.69,Medium,0
46.86,0.446,16.17,High,1
19.03,0.139,24.1,Low,1
53.26,0.024,13.86,Medium,1
63.29,0.135,29.06,Low,0
9.84,0.529,72.61,Low,1
15.13,0.323,110.03,High,0
9.34,0.276,39.24,Medium,1
8.16,0.158,35.55,Medium,1
10.03,0.085,0.56,High,1
26.46,0.089,120.16,Medium,0
16.04,0.088,10.6,Medium,1
57.6,0.492,2.5,Low,1
43.63,0.34,112.19,Low,0
15.25,0.225,59.95,Medium,1
25.07,0.133,0.0,Medium,1
46.43,0.426,6.95,Medium,1
65.0,0.299,44.23,Medium,0
42.86,0.236,5.61,Low,1
25.39,0.029,62.52,High,1
22.05,0.372,46.22,Medium,1
15.68,0.353,53.88,Low,1
37.92,0.16,21.41,Medium,1
34.03,0.846,30.1,High,1
19.85,0.056,48.54,Medium,1
15.04,0.178,22.24,High,1
31.21,0.698,29.23,Medium,0
1.0,0.388,35.63,High,1
36.78,0.566,33.02,Medium,1
18.41,0.188,48.63,Medium,0
49.45,0.318,85.03,Low,0
52.26,0.217,28.18,Medium,1
4.84,0.235,96.37,Low,1
16.06,0.224,18.06,High,1
19.45,0.115,75.15,Medium,0
35.86,0.573,4.18,Medium,1
45.2,0.491,76.42,Low,0
1.0,0.214,29.43,High,1
49.98,0.357,36.41,Low,1
39.99,0.048,2.49,Medium,1
11.42,0.286,13.55,Medium,1
40.38,0.332,69.36,Low,0
42.98,0.708,104.27,High,0
54.76,0.036,13.81,High,1
5.51,0.172,94.64,Medium,1
36.31,0.572,11.2,Medium,1
12.15,0.316,23.06,Medium,1
16.66,0.07,33.68,High,1
16.05,0.376,150.0,Medium,1
16.51,0.18,53.35,Low,1
55.42,0.161,70.75,Medium,0
62.12,0.121,0.0,Medium,1
40.66,0.073,13.08,High,1
42.94,0.411,0.0,Medium,1
15.16,0.153,3.16,Medium,1
18.24,0.199,3.3,Medium,1
16.22,0.061,51.17,High,1
6.06,0.248,16.47,Medium,1
56.49,0.132,17.33,Medium,1
21.93,0.016,21.5,High,1
10.26,0.224,16.7,High,1
6.45,0.026,3.75,High,1
47.16,0.556,9.95,Medium,1
8.56,0.115,5.52,High,1
7.7,0.174,15.72,Medium,1
41.0,0.566,19.88,Low,1
43.49,0.178,5.16,High,1
2.47,0.164,43.23,Medium,1
50.05,0.105,31.62,High,0
36.77,0.368,33.47,High,0
33.25,0.421,128.37,Medium,0
8.66,0.058,16.65,Medium,1
26.71,0.102,53.2,Low,0
40.61,0.645,45.62,High,0
14.38,0.213,0.0,High,0
29.91,0.142,77.96,High,0
42.16,0.652,26.97,Low,0
27.85,0.352,77.35,Low,0
37.37,0.071,10.47,Medium,1
12.79,0.089,5.69,Medium,1
60.72,0.185,22.79,Low,0
24.0,0.832,53.4,Medium,0
12.17,0.0,23.8,Medium,1
27.05,0.661,53.73,Medium,0
18.91,0.212,74.46,Medium,1
33.45,0.003,0.0,Low,1
5.39,0.079,14.43,Medium,1
1.0,0.114,18.13,Medium,1
38.08,0.715,45.67,Medium,0
50.48,0.204,7.08,Medium,1
41.28,0.72,40.41,Medium,0
34.56,0.124,17.79,Medium,1
36.91,0.276,0.0,Medium,1
46.45,0.535,62.97,Medium,0
29.77,0.244,27.05,Medium,1
11.7,0.437,68.58,Low,1
15.16,0.554,6.81,Medium,1
20.29,0.018,31.74,Low,1
34.12,0.493,28.63,High,1
16.24,0.004,2.91,Medium,0
11.74,0.116,35.23,Medium,1
25.53,0.57,46.31,Medium,0
14.18,0.106,20.13,Medium,1
54.49,0.162,16.09,Medium,0
20.02,0.124,71.36,Medium,1
19.47,0.064,6.32,High,1
19.52,0.224,18.11,High,1
28.88,0.046,8.21,High,1
23.19,0.04,24.23,Low,1
9.35,0.051,14.01,Medium,1
9.48,0.182,21.89,Medium,1
50.17,0.0,0.17,High,1
50.15,0.123,0.0,High,1
20.84,0.543,36.2,Medium,1
17.93,0.256,52.59,Medium,1
50.52,0.659,70.92,Low,1
31.66,0.133,16.88,Medium,1
8.45,0.225,72.5,Medium,1
18.02,0.024,9.56,Medium,1
21.05,0.035,16.58,Medium,1
32.23,0.49,12.93,High,1
12.37,0.31,4.94,High,0
18.57,0.447,11.25,High,1
50.57,0.059,20.96,Medium,1
35.86,0.744,29.26,Low,0
48.84,0.273,37.6,High,0
43.96,0.595,18.8,Medium,0
22.0,0.396,7.22,Medium,1
12.62,0.166,62.39,High,1
2.88,0.335,18.96,Medium,1
16.02,0.807,25.77,Medium,0
47.21,0.176,12.98,Medium,1
32.0,0.807,32.17,Medium,0
17.13,0.158,43.86,High,1
17.55,0.151,86.48,Low,0
24.03,0.077,34.4,Medium,1
43.77,0.122,80.81,High,0
12.21,0.051,38.76,Low,1
19.09,0.022,93.04,Medium,0
54.96,0.163,10.9,Low,1
31.5,0.703,12.1,Low,1
59.82,0.654,34.94,Medium,0
17.66,0.165,80.27,Medium,0
30.32,0.608,33.09,Medium,1
25.37,0.084,8.8,Medium,1
28.1,0.029,113.98,Medium,0
14.02,0.27,86.94,Low,0
50.45,0.704,106.6,High,0
43.52,0.695,35.45,Low,0
22.05,0.076,51.62,Medium,1
63.05,0.53,4.06,High,1
40.55,0.079,0.97,Low,1
35.19,0.397,58.37,Low,0
35.71,0.133,11.29,Medium,1
18.03,0.304,14.32,Medium,1
41.04,0.227,0.0,Medium,1
22.92,0.413,36.43,Low,1
2.62,0.052,47.45,Medium,1
38.38,0.382,7.45,Medium,1
51.96,0.037,0.0,Medium,1
37.91,0.208,112.66,Low,0
39.07,0.008,10.11,High,1
40.57,0.562,38.36,Low,0
29.08,0.385,44.75,Medium,0
9.8,0.098,49.21,Medium,1
28.17,0.667,33.38,Medium,0
37.1,0.382,20.79,Medium,1
29.98,0.114,85.81,Medium,0
25.24,0.328,131.86,Medium,0
28.72,0.138,28.9,High,1
18.82,0.13,23.79,Medium,1
53.74,0.0,15.0,High,1
40.26,0.191,0.07,Low,0
39.7,0.092,0.0,Low,1
44.15,0.353,17.27,Medium,1
30.31,0.167,14.25,Low,1
17.63,0.179,78.56,Medium,1
12.49,0.157,15.01,High,1
13.16,0.111,86.3,Medium,1
41.78,0.076,19.9,Medium,1
36.02,0.623,11.76,Low,1
28.48,0.627,22.4,Medium,1
47.83,0.114,0.63,Medium,1
11.84,0.041,108.89,Low,0
46.3,0.125,31.72,Low,0
56.09,0.16,6.8,Low,0
30.85,0.796,28.58,High,0
39.71,0.374,27.67,Medium,1
41.52,0.614,41.89,Medium,0
46.49,0.14,19.77,Low,1
6.42,0.082,16.67,Medium,1
47.58,0.07,11.0,Medium,1
17.24,0.203,69.85,Low,1
28.9,0.174,11.68,High,1
9.11,0.158,18.54,Medium,1
27.41,0.499,27.85,Medium,1
29.6,0.345,14.67,High,1
9.96,0.117,33.74,Medium,1
56.44,0.499,96.57,Medium,1
1.0,0.13,44.89,High,1
30.8,0.093,0.52,Medium,1
16.11,0.033,80.44,High,0
25.05,0.181,95.1,Low,0
9.11,0.423,71.18,Medium,1
42.45,0.55,40.33,High,0
3.5,0.076,13.55,Medium,1
30.48,0.278,26.6,Medium,1
17.7,0.189,27.14,Medium,1
35.61,0.0,4.46,Medium,1
18.3,0.045,3.44,Medium,1
48.13,0.131,24.6,Low,0
34.98,0.622,45.71,Low,0
13.04,0.057,24.21,High,1
21.58,0.272,14.83,High,1
44.58,0.383,59.1,High,0
24.06,0.021,48.39,Medium,0
12.11,0.083,17.07,Medium,0
8.76,0.167,25.45,High,1
23.37,0.195,10.23,Medium,1
14.63,0.147,5.76,Medium,1
22.91,0.065,34.28,High,1
15.13,0.253,25.01,Medium,1
44.96,0.137,16.26,Medium,1
52.58,0.337,87.7,Low,0
20.61,0.257,9.79,Medium,1
26.2,0.13,48.46,Medium,0
33.83,0.689,16.88,Medium,1
44.83,0.586,23.2,High,0
48.27,0.613,22.33,High,0
38.99,0.709,16.43,Medium,1
11.23,0.081,8.32,Medium,1
47.47,0.226,0.0,Medium,1
33.41,0.255,43.99,Medium,0
6.82,0.09,7.86,High,1
52.5,0.509,39.73,Medium,0
45.67,0.067,3.85,Medium,1
15.53,0.209,97.72,Medium,0
20.01,0.456,28.51,Medium,1
30.03,0.389,12.09,Medium,1
5.36,0.322,11.47,High,1
21.85,0.231,23.87,High,1
43.97,0.035,14.39,Medium,1
20.59,0.115,14.18,High,1
20.31,0.662,30.38,Medium,1
8.76,0.529,42.41,Medium,1
13.63,0.165,91.52,Medium,1
38.1,0.385,27.31,Low,0
19.2,0.052,22.35,Medium,1
37.61,0.556,23.15,High,1
1.0,0.149,14.02,High,1
31.58,0.043,23.51,Medium,1
47.41,0.227,19.01,Medium,1
27.01,0.249,9.4,High,1
25.66,0.144,40.18,Medium,1
32.81,0.582,30.51,High,0
49.8,0.767,31.95,Low,0
17.6,0.074,39.07,Medium,1
50.89,0.621,101.84,High,0
43.05,0.127,21.26,High,1
36.61,0.121,24.18,Medium,1
45.88,0.583,111.13,High,0
25.94,0.393,39.18,Low,0
13.34,0.109,18.0,High,1
46.41,0.201,3.16,Low,1
15.17,0.523,14.23,Low,1
20.97,0.315,39.42,Medium,1
38.36,0.315,20.02,Low,1
26.39,0.172,8.09,High,1
33.25,0.429,25.87,High,1
26.42,0.145,5.67,Medium,1
43.86,0.11,7.34,Medium,1
29.58,0.463,5.38,Medium,1
22.31,0.133,94.02,Medium,1
15.21,0.131,57.89,High,1
21.86,0.255,69.49,Low,0
22.29,0.609,8.65,Low,1
19.52,0.175,2.87,Medium,1
18.67,0.066,39.16,Low,1
38.34,0.357,83.21,Medium,0
31.57,0.211,58.91,Low,0
6.75,0.064,31.14,Medium,1
46.33,0.201,0.0,Low,1
9.65,0.78,34.63,Low,1
35.96,0.816,32.59,Medium,0
42.64,0.114,21.55,Low,1
3.47,0.087,17.49,High,0
46.27,0.515,13.25,Medium,1
10.75,0.037,74.91,High,1
37.12,0.093,5.84,Medium,1
26.97,0.06,28.43,Medium,1
12.28,0.075,1.39,High,1
28.61,0.311,7.54,High,1
11.8,0.176,11.66,Medium,0
35.78,0.018,8.34,Low,1
19.41,0.43,12.14,Medium,1
19.19,0.137,10.12,High,1
41.06,0.172,9.25,Medium,1
40.69,0.016,11.77,High,1
34.43,0.681,53.06,Low,0
38.83,0.0,26.13,Low,1
29.44,0.029,74.78,Low,0
40.09,0.692,73.5,Low,0
21.64,0.673,53.85,Medium,0
48.02,0.237,0.0,High,1
26.39,0.14,24.45,High,1
21.92,0.064,38.0,High,1
44.08,0.21,18.62,Low,1
1.96,0.0,0.0,Medium,0
42.42,0.159,16.56,Low,0
46.09,0.445,67.75,Medium,0
9.92,0.011,6.07,High,1
13.85,0.104,17.83,High,0
29.38,0.647,67.75,Low,0
55.46,0.04,15.61,Low,1
11.15,0.103,25.57,Medium,1
12.87,0.301,76.69,Medium,1
56.77,0.298,10.23,Medium,1
38.83,0.774,32.64,Medium,0
65.0,0.422,52.22,Low,0
18.58,0.73,15.25,Low,1
38.68,0.074,5.28,Low,1
1.0,0.204,47.12,Medium,1
15.99,0.115,14.55,Low,1
10.84,0.132,55.05,Low,1
20.68,0.215,7.96,High,1
43.47,0.168,1.72,Medium,1
19.08,0.248,29.5,Medium,1
39.7,0.718,38.99,Medium,0
18.22,0.272,12.77,Medium,1
22.56,0.229,6.08,Medium,1
15.07,0.175,85.73,High,1
17.26,0.25,81.31,Medium,0
44.58,0.318,13.65,Low,1
37.64,0.525,48.61,Medium,0
18.56,0.144,4.24,High,1
21.64,0.0,11.5,Medium,1
1.0,0.037,14.97,High,1
28.82,0.372,48.22,High,0
3.14,0.222,74.35,Medium,1
35.46,0.988,23.58,Medium,0
17.54,0.143,8.93,Medium,1
19.72,0.0,43.69,High,1
26.91,0.251,27.28,Low,0
14.77,0.259,28.45,High,0
38.2,0.316,27.95,Medium,0
45.64,0.098,16.36,Medium,1
15.89,0.031,29.33,Medium,1
15.19,0.33,108.69,Low,0
50.0,0.027,21.3,High,1
8.73,0.055,69.91,Low,1
45.6,0.63,38.22,Low,0
26.38,0.792,39.09,Medium,0
65.0,0.131,4.32,Medium,1
36.7,0.723,21.43,Medium,0
33.44,0.272,54.37,Low,0
16.21,0.096,107.66,Low,0
14.28,0.173,3.21,High,1
11.45,0.321,35.18,Medium,1
1.43,0.04,0.0,Medium,1
16.79,0.101,44.24,Medium,1
18.35,0.0,5.57,High,0
21.4,0.061,17.52,Medium,1
26.11,0.411,13.79,Medium,1
1.13,0.0,27.35,Medium,1
26.49,0.252,34.16,Low,0
47.76,0.157,4.28,Medium,1
18.6,0.011,22.82,High,1
33.5,0.127,8.95,Medium,0
26.68,0.491,57.57,High,0
34.94,0.63,33.7,Medium,1
46.95,0.346,14.6,Low,1
44.79,0.269,8.94,Medium,1
38.33,0.764,74.16,Low,0
51.54,0.496,47.32,Medium,0
39.19,0.532,20.91,Medium,1
25.65,0.153,4.13,Medium,1
47.79,0.505,65.41,Medium,0
40.64,0.631,72.12,Medium,0
45.82,0.3,15.03,Medium,1
25.82,0.323,37.91,Medium,1
56.94,0.202,9.96,High,1
47.06,0.324,6.72,Low,1
21.52,0.203,50.29,Medium,1
28.48,0.585,38.6,Medium,0
11.04,0.186,57.29,Medium,1
49.52,0.131,3.69,Low,1
29.24,0.644,30.36,Low,0
25.28,0.396,67.86,Medium,0
1.0,0.076,29.26,Medium,1
34.79,0.707,17.05,Medium,1
34.3,0.467,41.72,Low,0
39.49,0.647,46.29,Medium,0
10.66,0.074,17.15,Medium,1
17.38,0.006,9.43,High,1
50.33,0.077,6.87,Low,1
23.35,0.446,21.48,Medium,1
42.48,0.609,9.33,Medium,1
22.9,0.243,57.83,High,1
33.37,0.654,54.34,Low,0
58.37,0.759,49.0,High,0
32.7,0.444,20.71,Medium,1
43.44,0.911,11.5,Low,1
15.34,0.07,109.07,Medium,1
30.71,0.495,48.42,Low,0
64.66,0.175,20.82,Medium,0
28.55,0.538,32.97,Low,0
5.68,0.039,10.33,Medium,1
12.94,0.299,11.37,Medium,1
19.08,0.293,51.82,Low,1
25.81,0.249,30.53,Low,0
28.54,0.732,22.64,Low,0
17.56,0.096,7.16,Medium,1
26.61,0.048,5.58,Medium,1
32.14,0.527,17.0,Low,1
47.34,0.589,27.63,High,0
13.64,0.407,4.94,Medium,1
35.25,0.373,23.13,Medium,1
14.66,0.152,9.76,Medium,1
18.11,0.158,10.56,High,0
45.74,0.212,21.42,Medium,1
20.04,0.177,19.95,Medium,1
23.97,0.071,42.43,Low,1
42.26,0.539,13.89,Medium,0
55.11,0.551,12.38,Medium,1
16.51,0.747,37.96,Medium,1
18.05,0.82,22.06,Low,1
14.72,0.087,47.52,High,1
51.96,0.364,83.34,Low,0
32.29,0.145,59.02,Medium,0
16.28,0.063,12.24,High,1
14.58,0.3,54.35,Low,1
35.01,0.287,13.59,Medium,1
47.99,0.499,18.41,Medium,1
35.63,0.0,8.89,Low,1
54.4,0.018,73.17,Medium,0
57.17,0.311,55.87,Low,0
49.43,0.723,85.52,Low,0
50.13,0.343,68.66,Medium,0
13.65,0.0,3.64,Medium,1
51.28,0.291,13.18,Medium,1
9.57,0.1,63.93,Low,1
21.83,0.104,27.03,High,1
43.62,0.159,52.62,Medium,0
38.94,0.656,42.84,Low,0
8.9,0.003,9.5,Medium,1
19.29,0.258,41.11,Low,1
40.02,0.305,6.96,Medium,0
49.83,0.398,31.82,Medium,0
50.15,0.144,7.7,Medium,1
35.05,0.473,76.5,Low,0
51.7,0.211,51.02,Low,0
27.35,0.009,27.87,Medium,1
26.89,0.081,53.48,Medium,1
19.85,0.151,1.81,Medium,1
37.7,0.53,83.16,Low,0
21.67,0.23,6.72,Medium,1
31.49,0.798,15.39,High,1
15.89,0.089,48.28,Medium,1
54.28,0.079,23.1,Medium,1
17.38,0.584,37.8,Low,1
50.47,0.032,9.37,Medium,1
25.81,0.077,65.38,Medium,1
3.72,0.108,0.0,Medium,1
24.17,0.497,26.77,Medium,1
17.05,0.25,50.14,High,1
19.76,0.388,65.59,Medium,0
36.18,0.009,2.77,Medium,1
42.67,0.66,29.12,Low,0
11.62,0.198,30.06,High,1
12.25,0.026,29.3,Medium,1
11.17,0.086,5.59,High,1
12.27,0.0,19.28,High,1
49.23,0.214,3.11,Low,1
47.53,0.342,62.09,Medium,0
12.11,0.073,9.65,Medium,1
21.95,0.247,32.96,Medium,1
1.0,0.144,8.43,High,1
31.64,0.434,33.02,Low,1
47.14,0.228,14.93,High,1
56.43,0.101,22.58,Low,1
27.07,0.708,82.55,Low,0
22.08,0.678,43.74,Medium,0
27.98,0.511,11.65,Medium,1
43.56,0.105,27.43,Medium,1
14.63,0.04,6.76,High,1
46.43,0.012,18.24,Low,1
24.08,0.006,12.59,Medium,1
38.46,0.685,35.92,Medium,0
52.31,0.516,96.79,Medium,0
45.64,0.011,2.74,Medium,1
27.35,0.73,27.93,Medium,1
28.82,0.166,19.5,Medium,0
6.61,0.327,10.38,Medium,1
8.23,0.181,6.95,High,1
13.49,0.78,31.19,Medium,1
31.95,0.205,64.87,High,0
37.57,0.672,18.1,Medium,1
50.74,0.17,12.07,Medium,1
18.26,0.86,19.44,Low,1
39.48,0.21,0.0,Low,1
56.09,0.024,6.16,Medium,1
45.9,0.105,16.21,Low,1
48.87,0.137,0.0,Medium,1
44.89,0.791,15.03,Medium,1
54.75,0.308,12.69,High,1
43.15,0.805,28.74,Medium,0
38.09,0.457,63.16,Medium,0
53.61,0.589,96.18,Low,0
30.14,0.761,14.32,Medium,1
28.44,0.225,9.82,High,1
12.27,0.047,123.2,High,1
9.35,0.039,11.08,Medium,1
40.12,0.251,10.63,Medium,1
9.12,0.162,11.58,High,1
47.2,0.177,59.0,Low,0
13.37,0.0,20.47,Medium,1
39.07,0.272,84.38,Medium,0
48.81,0.33,37.63,Medium,0
22.7,0.0,29.82,High,1
46.64,0.759,19.25,Medium,1
37.42,0.465,100.17,Medium,0
9.41,0.226,10.77,Medium,1
28.66,0.527,18.65,Low,1
38.52,0.306,10.95,Medium,1
38.15,0.307,0.0,Medium,1
40.8,0.16,0.0,Medium,1
12.85,0.0,27.7,Medium,1
26.93,0.271,21.23,Low,1
48.75,0.793,107.97,Low,0
43.4,0.206,14.03,Medium,1
40.61,0.228,17.3,Low,1
21.21,0.451,42.2,Medium,1
4.63,0.036,34.57,High,1
20.42,0.216,82.17,Medium,0
41.04,0.491,38.32,High,0
50.83,0.439,48.75,High,0
27.73,0.277,15.86,Medium,1
6.13,0.351,32.9,Medium,1
27.11,0.23,10.48,Medium,1
8.94,0.143,9.25,Medium,1
26.07,0.468,25.08,Medium,1
38.54,0.056,13.68,Medium,1
25.95,0.299,25.78,Low,1
26.68,0.301,47.81,Low,0
15.56,0.056,33.35,Medium,1
37.22,0.175,27.5,High,1
19.86,0.039,7.97,Medium,1
57.99,0.441,26.22,Medium,0
10.53,0.189,84.42,Low,1
43.4,0.37,70.03,Low,0
20.81,0.258,47.19,Medium,1
36.78,0.519,13.66,High,1
8.78,0.204,10.28,High,1
17.34,0.138,4.53,High,1
41.29,0.649,53.03,Medium,0
18.2,0.026,0.0,High,0
19.57,0.26,42.05,Low,0
51.51,0.26,3.38,Medium,1
51.6,0.63,33.26,Medium,0
13.48,0.581,87.37,Medium,0
16.51,0.128,43.89,Medium,1
34.62,0.359,4.9,Medium,1
1.08,0.273,39.56,Medium,1
35.38,0.674,79.89,Low,1
44.56,0.501,15.46,Medium,0
50.83,0.478,14.62,Medium,1
23.4,0.0,39.25,Medium,1
42.76,0.744,54.38,Medium,0
26.24,0.44,53.56,Medium,0
44.12,0.108,8.9,Medium,1
32.98,0.56,84.82,Low,0
35.33,0.051,31.11,Medium,0
25.28,0.196,15.88,Medium,0
17.52,0.244,13.0,Medium,1
62.72,0.278,11.59,Medium,1
33.44,0.395,17.43,Medium,1
56.59,0.427,21.48,Medium,0
30.44,0.295,11.03,Medium,1
47.6,0.633,81.2,High,0
22.58,0.0,9.01,High,1
53.33,0.315,0.0,Medium,1
51.68,0.601,92.77,Low,0
15.19,0.645,71.17,Low,0
19.55,0.026,66.78,Low,0
12.01,0.349,19.49,High,1
48.99,0.191,20.75,Medium,1
14.79,0.157,89.23,Medium,0
1.0,0.01,13.03,Medium,1
24.04,0.074,84.54,Low,0
16.64,0.59,21.86,Low,1
11.42,0.346,91.07,Low,0
1.0,0.372,4.3,Medium,1
12.38,0.032,28.25,High,1
24.78,0.469,34.12,High,1
16.6,0.238,96.85,High,0
35.04,0.198,0.0,Low,1
21.21,0.147,0.0,Medium,1
53.18,0.156,22.53,Medium,1
53.59,0.062,5.94,High,1
12.96,0.117,60.19,Low,1
56.3,0.469,73.47,Low,0
36.14,0.135,46.48,Medium,0
32.69,0.121,2.44,Medium,1
20.0,0.213,0.75,High,1
54.97,0.121,20.79,High,1
30.11,0.082,4.55,High,1
28.19,0.02,23.87,Medium,1
36.43,0.204,17.18,Medium,1
22.7,0.086,62.8,Medium,1
40.72,0.384,78.13,Low,1
40.51,0.781,17.48,Medium,1
18.31,0.778,22.62,High,1
54.77,0.055,14.93,High,1
38.97,0.443,52.18,Medium,0
21.3,0.029,26.38,Medium,0
20.23,0.264,47.64,High,1
7.48,0.081,14.73,High,1
41.67,0.253,98.68,Medium,0
13.67,0.2,14.95,Medium,1
4.49,0.452,35.69,Medium,1
35.33,0.812,19.73,Low,0
34.13,0.036,31.07,Medium,1
15.2,0.505,32.09,Low,1
41.11,0.383,87.54,Low,0
54.95,0.445,27.76,Medium,0
4.11,0.145,60.13,Low,1
13.18,0.054,11.99,High,1
6.46,0.037,23.38,Medium,1
35.02,0.048,15.66,Medium,1
27.29,0.229,17.57,Low,1
9.5,0.334,0.0,High,1
33.44,0.09,11.22,Medium,1
18.79,0.007,13.19,Medium,1
43.32,0.249,14.05,Low,0
18.23,0.105,50.44,Medium,1
6.73,0.237,19.22,Medium,1
52.99,0.085,33.75,Medium,0
23.26,0.127,28.59,Medium,1
15.15,0.135,53.78,Medium,1
14.27,0.056,11.71,Medium,1
18.37,0.186,71.76,High,1
38.79,0.185,48.73,High,1
64.48,0.011,24.28,Low,0
35.52,0.449,9.47,Medium,1
52.24,0.19,8.95,Medium,1
4.35,0.198,25.67,Medium,1
39.73,0.258,7.67,Medium,0
19.16,0.222,0.0,High,1
26.28,0.19,0.26,Medium,1
51.65,0.139,9.01,Medium,1
65.0,0.263,6.28,Medium,1
15.43,0.346,22.63,Low,1
9.69,0.001,2.01,High,1
22.44,0.055,27.5,High,1
36.64,0.442,56.13,Low,0
17.04,0.011,14.8,High,1
55.09,0.606,49.08,Low,0
37.52,0.716,88.57,Medium,0
12.49,0.057,32.1,Medium,1
34.29,0.019,92.68,Low,0
28.41,0.161,31.85,Medium,1
16.91,0.0,29.53,Medium,1
17.91,0.0,0.0,High,1
45.23,0.185,36.55,High,0
13.87,0.03,0.0,Medium,1
35.89,0.062,6.08,Medium,1
43.29,0.701,0.0,Medium,1
25.56,0.816,102.27,Medium,0
40.29,0.316,17.02,Medium,1
7.06,0.248,48.32,Medium,1
21.43,0.206,15.26,High,1
17.05,0.278,7.86,High,1
24.04,0.542,33.84,High,1
42.26,0.124,2.95,Low,0
9.54,0.151,4.47,High,1
50.25,0.431,36.17,Low,0
52.27,0.179,0.0,Medium,1
40.29,0.314,29.89,Medium,1
38.53,0.463,53.0,Low,0
43.28,0.29,16.71,Medium,1
24.63,0.211,17.86,High,1
30.41,0.589,17.73,Low,0
16.93,0.224,64.07,Medium,1
29.64,0.33,39.59,Medium,0
53.32,0.066,18.56,Low,1
45.03,0.49,4.73,Low,1
4.02,0.248,74.31,Low,1
1.0,0.236,73.69,Medium,1
20.68,0.48,4.67,Low,1
23.3,0.366,5.79,High,1
16.67,0.64,69.06,Low,0
49.17,0.099,12.9,Medium,1
44.63,0.695,84.55,Low,0
1.79,0.067,37.41,High,1
21.31,0.678,3.37,Low,1
18.51,0.33,72.84,Medium,0
38.01,0.298,27.04,Medium,1
23.61,0.359,4.57,Medium,1
17.31,0.295,71.23,Medium,0
38.38,0.548,75.36,Medium,0
9.36,0.533,31.08,Medium,1
20.73,0.213,16.73,Medium,1
16.33,0.173,49.47,Medium,1
47.07,0.5,21.65,Medium,0
16.61,0.153,19.12,Medium,1
21.33,0.62,14.15,Medium,1
11.39,0.058,2.52,High,1
37.11,0.642,73.11,Medium,0
7.51,0.216,35.32,Medium,1
11.2,0.109,37.98,Medium,1
18.25,0.694,65.69,Medium,0
11.88,0.578,17.27,Low,0
42.07,0.111,5.13,Medium,1
29.02,0.484,60.85,High,1
11.32,0.477,7.05,Low,1
37.1,0.599,26.75,Low,0
49.66,0.64,57.06,Low,0
17.2,0.014,29.73,Low,1
13.2,0.227,18.45,Medium,1
50.94,0.145,13.43,Low,1
52.92,0.076,21.8,Medium,0
7.11,0.13,32.37,Medium,1
15.43,0.475,45.87,Medium,1
13.46,0.135,73.88,Low,0
22.32,0.132,47.03,Medium,1
10.35,0.166,14.17,High,1
43.42,0.2,52.45,Low,0
30.64,0.202,0.0,High,1
27.54,0.448,23.06,High,1
10.07,0.264,23.32,Medium,1
23.62,0.25,27.71,Low,1
22.66,0.092,20.73,High,1
20.57,0.287,13.8,Medium,1
49.58,0.536,0.0,Medium,1
23.79,0.093,21.01,High,1
15.66,0.73,49.42,High,1
21.19,0.082,52.11,Medium,0
8.74,0.294,33.31,Low,1
11.43,0.701,51.03,High,1
33.82,0.132,105.61,High,0
36.56,0.207,3.9,Low,1
22.26,0.394,49.78,Medium,0
22.4,0.778,25.83,Medium,1
22.75,0.61,24.77,Low,0
31.35,0.242,13.98,Medium,1
5.3,0.087,16.11,Medium,0
11.79,0.167,52.21,Low,1
43.81,0.421,21.62,Low,0
37.16,0.532,29.25,Medium,0
24.43,0.066,8.39,Medium,1
13.73,0.24,57.7,High,1
28.13,0.12,30.57,Medium,1
26.15,0.254,46.72,Medium,0
43.77,0.317,56.59,Low,1
34.89,0.608,65.28,High,0
39.44,0.568,43.52,Low,0
21.4,0.103,0.0,Medium,0
5.11,0.081,10.56,High,0
9.21,0.123,7.19,High,1
55.76,0.277,67.54,Low,0
21.04,0.04,18.77,High,1
40.84,0.243,9.65,High,1
37.85,0.726,21.15,Low,1
21.63,0.217,18.5,Low,1
27.84,0.092,74.91,Medium,0
35.02,0.708,29.82,Medium,0
58.63,0.177,11.81,Low,0
48.49,0.207,55.46,High,0
26.43,0.773,67.01,Low,1
12.16,0.079,0.0,High,1
17.7,0.245,27.93,Medium,1
23.54,0.21,3.53,High,1
18.67,0.237,47.16,Medium,1
